PROTEIN GROUP;GENE;DISTANZA DALL'ER;Q-VALUE DALL'ER;DISTANZA DAL REPLICOMA ;Q-VALUE REPLICOMA;RISULTATO;PREDICTED LOCALIZATION IN INF (analisi con proteine virali);DISTANZA DELLE DISTANCE;DISTANZA DELLE DISTANZE 0-1;TERZILI;top 25%
Q8IUH5;ZDHHC17;1,467209;0,7068363;1,676606;0,7830639;Vicino all'ER;PM;0,209397;0,590841777;;
Q07617;SPAG1;1,61603;0,9900532;1,825399;1;Vicino all'ER;Cytoplasm;0,209369;0,590756157;;
Q9UJW0;DCTN4;1,955825;1;2,165171;1;Vicino all'ER;protein-complex;0,209346;0,590685827;;
P23396;RPS3;1,537493;0,8387785;1,746836;0,9048779;Vicino all'ER;Translation;0,209343;0,590676654;;
O43396;TXNL1;1,908534;1;2,117847;1;Vicino all'ER;protein-complex;0,209313;0,590584918;;
J3KTA1;FBXL20;1,177424;0,2023393;1,386683;0,2779191;Vicino all'ER;Mitochondria;0,209259;0,590419795;;
Q9BT78;COPS4;1,918358;1;2,127576;1;Vicino all'ER;protein-complex;0,209218;0,590294424;;
Q92575;UBXN4;0,2885136;0;0,4977228;0,000332168;Vicino all'ER;ER;0,2092092;0,590267515;;
Q5T9L3;WLS;0,5044986;0,000706215;0,7136953;0,004049521;Vicino all'ER;ER;0,2091967;0,590229292;;
Q56VL3;OCIAD2;0,9536282;0,04908885;1,16274;0,08506136;Vicino all'ER;Mitochondria;0,2091118;0,589969682;;
D3DPS3;MAP7D1;1,856646;1;2,065741;1;Vicino all'ER;Translation;0,209095;0,58991831;;
P46777;RPL5;1,530956;0,8307788;1,740024;0,8918647;Vicino all'ER;Translation;0,209068;0,589835748;;
Q5MNZ6;WDR45B;1,77305;1;1,982092;1;Vicino all'ER;endosome-vesicle;0,209042;0,589756244;;
P42766;RPL35;1,516563;0,8006977;1,725593;0,8672259;Vicino all'ER;Translation;0,20903;0,58971955;;
H0Y6Z7;PTPRF;1,800045;1;2,008979;1;Vicino all'ER;Translation;0,208934;0,589425998;;
P50914;RPL14;1,522514;0,8162884;1,731446;0,8788869;Vicino all'ER;Translation;0,208932;0,589419882;;
Q6IA86;ELP2;1,933535;1;2,142433;1;Vicino all'ER;protein-complex;0,208898;0,589315916;;
P47897;QARS1;2,029322;1;2,238187;1;Vicino all'ER;protein-complex;0,208865;0,589215007;;
P82933;MRPS9;0,5079145;0,000761773;0,7167561;0,004199372;Vicino all'ER;Mitochondria;0,2088416;0,589143454;;
Q9UDT6;CLIP2;1,946684;1;2,155478;1;Vicino all'ER;Translation;0,208794;0,588997901;;
P49418;AMPH;1,753653;1;1,962427;1;Vicino all'ER;Cytoplasm;0,208774;0,588936744;;
D6RAR4;HGFAC;1,412309;0,5936592;1,621026;0,6804014;Vicino all'ER;Lysosome;0,208717;0,588762447;;
A0A0A0MS45;COG4;1,760002;1;1,968697;1;Vicino all'ER;Cytoplasm;0,208695;0,588695175;;
P25786;PSMA1;1,85601;1;2,064689;1;Vicino all'ER;protein-complex;0,208679;0,588646249;;
Q6UX15;LAYN;1,664527;1;1,873196;1;Vicino all'ER;protein-complex;0,208669;0,588615671;;
P62736;ACTA2;1,370532;0,5081435;1,579155;0,597533;Vicino all'ER;Cytoplasm;0,208623;0,588475011;Q3;x
P53680;AP2S1;1,246574;0,2927299;1,455191;0,3765402;Vicino all'ER;PM;0,208617;0,588456664;;
Q9P273;TENM3;1,276446;0,3375957;1,485054;0,4265829;Vicino all'ER;PM;0,208608;0,588429143;;
A0A9H4CVU7;DYRK1B;2,161571;1;2,370177;1;Vicino all'ER;protein-complex;0,208606;0,588423027;;
A0A2R8YE77;CASK;0,9946282;0,06646162;1,203186;0,1061724;Vicino all'ER;Golgi apparatus;0,2085578;0,58827564;;
A0A8I5KS71;SET;1,471938;0,7143451;1,680449;0,7894869;Vicino all'ER;Cytoplasm;0,208511;0,588132533;;
Q9UKU7;ACAD8;0,7921157;0,01320179;1,000615;0,03259413;Vicino all'ER;Mitochondria;0,2084993;0,588096756;Q3;x
E7ETZ4;BZW2;1,901589;1;2,110058;1;Vicino all'ER;Translation;0,208469;0,588004104;;
I3L213;PHKB;2,105024;1;2,313493;1;Vicino all'ER;Cytoplasm;0,208469;0,588004104;;
E7EM64;COPS6;1,943672;1;2,15208;1;Vicino all'ER;protein-complex;0,208408;0,587817576;;
Q14258;TRIM25;1,772622;1;1,980936;1;Vicino all'ER;Translation;0,208314;0,587530139;;
P53992;SEC24C;1,677078;1;1,885356;1;Vicino all'ER;Translation;0,208278;0,587420057;;
D3YTB1;RPL32;1,486559;0,742421;1,694791;0,8153055;Vicino all'ER;Translation;0,208232;0,587279396;;
Q53EL6;PDCD4;1,774507;1;1,982719;1;Vicino all'ER;Translation;0,208212;0,587218239;;
P41214;EIF2D;1,962348;1;2,170559;1;Vicino all'ER;Translation;0,208211;0,587215182;;
Q5T0R9;CAP1;1,920537;1;2,12872;1;Vicino all'ER;Cytoplasm;0,208183;0,587129562;;
F5H2F4;MTHFD1;1,732446;1;1,940546;1;Vicino all'ER;Translation;0,2081;0,586875762;;
P60900;PSMA6;1,873553;1;2,081617;1;Vicino all'ER;protein-complex;0,208064;0,586765679;;
P53708;ITGA8;1,283496;0,3488338;1,491545;0,4366195;Vicino all'ER;endosome-vesicle;0,208049;0,586719812;;
C0MHM2;SGMS1;1,516302;0,7996606;1,724239;0,8660362;Vicino all'ER;endosome-vesicle;0,207937;0,586377334;;
A0A804HIR9;MYCBP2;1,371212;0,5088411;1,579117;0,5976416;Vicino all'ER;endosome-vesicle;0,207905;0,586279483;;
Q92466;DDB2;1,004063;0,07048687;1,211965;0,1114334;Vicino all'ER;Nucleus;0,207902;0,58627031;;
Q66K74;MAP1S;2,046912;1;2,254805;1;Vicino all'ER;Translation;0,207893;0,586242789;;
P80723;BASP1;1,148926;0,1748671;1,134755;0,07226833;Vicino al REPLICOMA;endosome-vesicle;0,014171;-0,0061276;;
Q7L0J3;SV2A;1,242937;0,2880224;1,450753;0,3697931;Vicino all'ER;endosome-vesicle;0,207816;0,586007336;;
P46776;RPL27A;1,511687;0,7912404;1,719499;0,8587203;Vicino all'ER;Translation;0,207812;0,585995104;;
O15111;CHUK;2,136108;1;2,343915;1;Vicino all'ER;Cytoplasm;0,207807;0,585979815;;
Q9H8Y8;GORASP2;1,185483;0,2123111;1,393209;0,2864671;Vicino all'ER;PM;0,207726;0,58573213;;
A2A274;ACO2;0,595189;0,002216117;0,8029013;0,008057714;Vicino all'ER;Mitochondria;0,2077123;0,585690238;Q3;x
Q16698;DECR1;0,651968;0,003823099;0,8596568;0,01184987;Vicino all'ER;Mitochondria;0,2076888;0,585618379;;
P15954;COX7C;0,9207711;0,03782282;1,128408;0,06980422;Vicino all'ER;Mitochondria;0,2076369;0,585459677;;
Q9BYK8;HELZ2;1,926885;1;2,134511;1;Vicino all'ER;Translation;0,207626;0,585426347;;
Q9P2D3;HEATR5B;1,929365;1;2,136988;1;Vicino all'ER;protein-complex;0,207623;0,585417173;;
Q8IVL0;NAV3;1,559573;0,8816307;1,767196;0,938032;Vicino all'ER;Translation;0,207623;0,585417173;;
Q9HBI0;PARVG;1,210251;0,2430477;1,417797;0,3214329;Vicino all'ER;ER;0,207546;0,58518172;;
Q5JSZ5;PRRC2B;1,683166;1;1,890712;1;Vicino all'ER;Translation;0,207546;0,58518172;;
Q9HD20;ATP13A1;1,103409;0,1354683;1,310953;0,1931891;Vicino all'ER;ER;0,207544;0,585175604;;
Q92609;TBC1D5;1,814721;1;2,022263;1;Vicino all'ER;endosome-vesicle;0,207542;0,585169488;;
P28066;PSMA5;1,887466;1;2,094996;1;Vicino all'ER;protein-complex;0,20753;0,585132794;;
A0A087WZ50;SPPL2B;1,39958;0,5670555;1,607107;0,6548004;Vicino all'ER;Golgi apparatus;0,207527;0,585123621;;
P68366;TUBA4A;1,824292;1;2,031803;1;Vicino all'ER;Cytoplasm;0,207511;0,585074695;;
Q6UWY0;ARSK;0,9771122;0,05850977;1,184495;0,09627553;Vicino all'ER;Golgi apparatus;0,2073828;0,584682681;;
Q8NEB9;PIK3C3;1,582675;0,9282361;1,790017;0,9761411;Vicino all'ER;protein-complex;0,207342;0,584557921;;
Q8TEX9;IPO4;1,713745;1;1,921067;1;Vicino all'ER;Cytoplasm;0,207322;0,584496764;;
P09493;TPM1;1,15575;0,180889;1,363055;0,2488948;Vicino all'ER;Nucleus;0,207305;0,584444781;;
Q9HAV7;GRPEL1;0,5784158;0,001724806;0,7856945;0,00735503;Vicino all'ER;Mitochondria;0,2072787;0,58436436;;
Q96BJ3;AIDA;1,473294;0,7162237;1,680475;0,7914621;Vicino all'ER;PM;0,207181;0,584065609;Q2;x
P62312;LSM6;1,40545;0,5811324;1,612622;0,6642379;Vicino all'ER;Nucleus;0,207172;0,584038088;;
Q00796;SORD;1,683176;1;1,89034;1;Vicino all'ER;Cytoplasm;0,207164;0,584013626;;
P62750;RPL23A;1,479276;0,7296302;1,686419;0,7996405;Vicino all'ER;Translation;0,207143;0,583949411;;
A0A2R8Y5S3;TSC1;1,896134;1;2,103271;1;Vicino all'ER;protein-complex;0,207137;0,583931064;;
Q9NS84;CHST7;0,9495985;0,04766686;1,156687;0,08233383;Vicino all'ER;Peroxisome;0,2070885;0,583782759;;
A0A087WSV0;BCL2L12;1,55675;0,8784316;1,763837;0,9320598;Vicino all'ER;endosome-vesicle;0,207087;0,583778172;;
P51572;BCAP31;0,5169985;0,000818182;0,446831;6,94E-05;Vicino al REPLICOMA;ER;0,0701675;0,165100595;;
Q6P4A8;PLBD1;2,124174;1;2,331231;1;Vicino all'ER;protein-complex;0,207057;0,583686437;;
Q14318;FKBP8;0,2026915;0;0,4097318;2,79E-05;Vicino all'ER;ER;0,2070403;0,583635371;;
O14818;PSMA7;1,847325;1;2,054279;1;Vicino all'ER;protein-complex;0,206954;0,58337148;;
P62191;PSMC1;1,912058;1;2,118997;1;Vicino all'ER;protein-complex;0,206939;0,583325612;;
Q02763;TEK;1,444408;0,662971;1,651322;0,7395476;Vicino all'ER;Lysosome;0,206914;0,583249166;;
P48553;TRAPPC10;1,869329;1;2,076228;1;Vicino all'ER;endosome-vesicle;0,206899;0,583203299;;
A0A994J4N1;TRAF7;1,721605;1;1,928431;1;Vicino all'ER;Cytoplasm;0,206826;0,582980077;;
Q9UPZ6;THSD7A;1,902062;1;2,108884;1;Vicino all'ER;Translation;0,206822;0,582967845;;
Q86YV9;HPS6;1,888263;1;2,095035;1;Vicino all'ER;protein-complex;0,206772;0,582814953;;
E9PR71;UVRAG;1,941816;1;2,148569;1;Vicino all'ER;Cytoplasm;0,206753;0,582756855;;
A0A7I2V346;SYNCRIP;1,839843;1;2,04655;1;Vicino all'ER;Translation;0,206707;0,582616194;;
A0A804HKE7;MAP4;1,808887;1;2,015571;1;Vicino all'ER;Translation;0,206684;0,582545864;;
A0A0U1RQQ4;PROCR;1,690859;1;1,897377;1;Vicino all'ER;endosome-vesicle;0,206518;0,582038263;;
Q9UQ13;SHOC2;1,419738;0,6109104;1,626194;0,6937629;Vicino all'ER;endosome-vesicle;0,206456;0,581848677;;
Q9P2B4;CTTNBP2NL;1,461846;0,6972649;1,6683;0,7692762;Vicino all'ER;protein-complex;0,206454;0,581842561;;
Q92974;ARHGEF2;1,806132;1;2,012531;1;Vicino all'ER;Translation;0,206399;0,58167438;;
P56962;STX17;0,9294334;0,04068303;1,135822;0,0728125;Vicino all'ER;Nucleus;0,2063886;0,581642579;;
Q9BTX1;NDC1;0,8471859;0,02116879;1,053532;0,04458864;Vicino all'ER;Mitochondria;0,2063461;0,58151262;;
P42025;ACTR1B;1,848784;1;2,055093;1;Vicino all'ER;protein-complex;0,206309;0,581399175;Q2;x
Q5K651;SAMD9;1,630003;1;1,836277;1;Vicino all'ER;Translation;0,206274;0,58129215;;
I3L232;B3GNTL1;1,872681;1;2,078954;1;Vicino all'ER;endosome-vesicle;0,206273;0,581289093;;
F5H8A0;TRPT1;1,97455;1;2,180816;1;Vicino all'ER;Translation;0,206266;0,581267688;;
P28072;PSMB6;1,873977;1;2,080218;1;Vicino all'ER;protein-complex;0,206241;0,581191242;;
A0A2R8YHD2;TPM4;1,449503;0,6712671;1,655719;0,7448822;Vicino all'ER;protein-complex;0,206216;0,581114796;;
O00562;PITPNM1;2,144325;1;2,350529;1;Vicino all'ER;protein-complex;0,206204;0,581078102;;
A0A7I2YQF8;EIF3I;1,818595;1;2,024739;1;Vicino all'ER;Translation;0,206144;0,580894632;;
Q99436;PSMB7;1,845128;1;2,051253;1;Vicino all'ER;protein-complex;0,206125;0,580836533;;
Q96EC8;YIPF6;1,639668;1;1,84577;1;Vicino all'ER;Golgi apparatus;0,206102;0,580766202;;
Q9NUQ6;SPATS2L;1,615297;0,9891378;1,821317;1;Vicino all'ER;Translation;0,20602;0,58051546;;
Q14240;EIF4A2;1,730454;1;1,936459;1;Vicino all'ER;Translation;0,206005;0,580469592;;
P10301;RRAS;1,313712;0,4005755;1,519702;0,4868098;Vicino all'ER;endosome-vesicle;0,20599;0,580423725;;
A0A7I2V3U3;EIF3I;1,924098;1;2,130025;1;Vicino all'ER;Translation;0,205927;0,580231081;;
P25788;PSMA3;1,86568;1;2,071551;1;Vicino all'ER;protein-complex;0,205871;0,580059842;;
P41226;UBA7;1,855953;1;2,061739;1;Vicino all'ER;Cytoplasm;0,205786;0,579799926;;
P06730;EIF4E;1,73908;1;1,944844;1;Vicino all'ER;Translation;0,205764;0,579732653;;
Q86VP6;CAND1;1,748712;1;1,954469;1;Vicino all'ER;Cytoplasm;0,205757;0,579711248;;
P50990;CCT8;1,70897;1;1,914693;1;Vicino all'ER;protein-complex;0,205723;0,579607282;;
Q96R06;SPAG5;1,976179;1;2,181878;1;Vicino all'ER;Translation;0,205699;0,579533894;;
A0A6Q8PHA2;INF2;1,439737;0,6501613;1,645411;0,7267392;Vicino all'ER;Cytoplasm;0,205674;0,579457448;;
P61247;RPS3A;1,496587;0,7625957;1,702258;0,8270838;Vicino all'ER;Translation;0,205671;0,579448274;;
P22413;ENPP1;0,822719;0,01715569;1,028367;0,03887136;Vicino all'ER;Golgi apparatus;0,205648;0,579377944;;
Q86WA8;LONP2;0,6123009;0,002482993;0,8179373;0,008967505;Vicino all'ER;Golgi apparatus;0,2056364;0,579342473;;
Q13409;DYNC1I2;1,969615;1;2,175248;1;Vicino all'ER;protein-complex;0,205633;0,579332077;;
Q9HD34;LYRM4;0,8023911;0,01447264;1,007994;0,03416772;Vicino all'ER;Mitochondria;0,2056029;0,579240036;;
Q86XZ4;SPATS2;1,557478;0,8786792;1,763039;0,9311745;Vicino all'ER;Translation;0,205561;0,579111912;;
P62487;POLR2G;1,335088;0,4391802;1,540635;0,5267079;Vicino all'ER;Nucleus;0,205547;0,579069103;;
P49327;FASN;1,928088;1;2,133627;1;Vicino all'ER;protein-complex;0,205539;0,57904464;;
Q8IWZ3;ANKHD1;1,738948;1;1,94448;1;Vicino all'ER;Translation;0,205532;0,579023235;;
Q9Y3A2;UTP11;1,054959;0,100601;1,260473;0,1477728;Vicino all'ER;Mitochondria;0,205514;0,578968194;;
E9PIX3;CAPN11;1,418417;0,6051862;1,623909;0,687086;Vicino all'ER;protein-complex;0,205492;0,578900921;;
P22304;IDS;1,209819;0,2424527;1,415294;0,3173615;Vicino all'ER;Lysosome;0,205475;0,578848938;;
A0A6Q8PF34;FAM111A;1,762825;1;1,968235;1;Vicino all'ER;Translation;0,20541;0,578650179;;
Q5T0F9;CC2D1B;1,59838;0,9584559;1,803748;1;Vicino all'ER;Cytoplasm;0,205368;0,57852175;;
B7ZM87;SRGAP2;1,364147;0,4949701;1,569489;0,5795096;Vicino all'ER;Nucleus;0,205342;0,578442246;;
Q9Y608;LRRFIP2;1,861227;1;2,066564;1;Vicino all'ER;Cytoplasm;0,205337;0,578426957;;
P63173;RPL38;1,506007;0,7815227;1,711333;0,844259;Vicino all'ER;Translation;0,205326;0,57839332;;
A0A0D9SEJ5;FAM120B;1,942304;1;2,147599;1;Vicino all'ER;Cytoplasm;0,205295;0,578298527;;
Q9Y4Z0;LSM4;1,224978;0,2612333;1,430261;0,3400697;Vicino all'ER;Mitochondria;0,205283;0,578261833;;
A0A1B0GV68;FARP1;1,483121;0,734825;1,68838;0,8077055;Vicino all'ER;PM;0,205259;0,578188445;;
P05388;RPLP0;1,504605;0,7800074;1,709847;0,8409449;Vicino all'ER;Translation;0,205242;0,578136462;;
P27694;RPA1;1,584309;0,9295997;1,789538;0,9762378;Vicino all'ER;Cytoplasm;0,205229;0,57809671;;
P53618;COPB1;1,863322;1;2,068533;1;Vicino all'ER;protein-complex;0,205211;0,578041669;;
A0A6Q8PG37;KIF2A;1,913289;1;2,118453;1;Vicino all'ER;Translation;0,205164;0,577897951;;
G5E9Z4;PI4K2B;1,452597;0,6773188;1,657728;0,7487161;Vicino all'ER;endosome-vesicle;0,205131;0,577797042;;
Q01968;OCRL;1,468842;0,7090367;1,673971;0,7788825;Vicino all'ER;endosome-vesicle;0,205129;0,577790926;;
Q9Y4K3;TRAF6;1,929849;1;2,134971;1;Vicino all'ER;Translation;0,205122;0,577769522;;
H0YN33;CINP;2,101354;1;2,306456;1;Vicino all'ER;Cytoplasm;0,205102;0,577708365;;
Q12904;AIMP1;2,005158;1;2,21021;1;Vicino all'ER;protein-complex;0,205052;0,577555473;Q2;x
Q93100;PHKB;1,632379;1;1,837422;1;Vicino all'ER;Cytoplasm;0,205043;0,577527952;;
P52294;KPNA1;1,531614;0,8309951;1,736655;0,8857849;Vicino all'ER;Nucleus;0,205041;0,577521837;;
Q96G46;DUS3L;1,773113;1;1,978124;1;Vicino all'ER;Translation;0,205011;0,577430102;;
Q8TEA1;NSUN6;2,155772;1;2,360769;1;Vicino all'ER;protein-complex;0,204997;0,577387292;;
P35268;RPL22;1,398905;0,5662718;1,603864;0,6524683;Vicino all'ER;Translation;0,204959;0,577271094;;
Q8IVG5;SAMD9L;1,713332;1;1,91829;1;Vicino all'ER;Translation;0,204958;0,577268036;;
A0A2R8Y811;RPS14;1,531928;0,8313707;1,736786;0,8860636;Vicino all'ER;Translation;0,204858;0,576962253;;
D6R9Q7;SLC38A9;1,415442;0,600276;1,620265;0,6800172;Vicino all'ER;Golgi apparatus;0,204823;0,576855228;;
Q3ZCQ8;TIMM50;0,6146159;0,002575758;0,8194294;0,009032258;Vicino all'ER;Mitochondria;0,2048135;0,576826179;;
H0Y938;COPB2;1,856022;1;2,060804;1;Vicino all'ER;endosome-vesicle;0,204782;0,576729857;;
F8VPD4;CAD;1,875213;1;2,079969;1;Vicino all'ER;protein-complex;0,204756;0,576650353;;
A0A8V8TLA4;RPSA;1,492159;0,7546061;1,696876;0,8182833;Vicino all'ER;Translation;0,204717;0,576531097;;
A0A6Q8PHC2;SEPTIN9;0,7989156;0,014084;1,003623;0,0331948;Vicino all'ER;Mitochondria;0,2047074;0,576501742;;
P35580;MYH10;1,635745;1;1,84045;1;Vicino all'ER;protein-complex;0,204705;0,576494403;;
P20042;EIF2S2;1,739633;1;1,944306;1;Vicino all'ER;Translation;0,204673;0,576396553;;
Q9H6S0;YTHDC2;1,885177;1;2,089808;1;Vicino all'ER;Translation;0,204631;0,576268123;;
P49840;GSK3A;1,818826;1;2,023445;1;Vicino all'ER;Cytoplasm;0,204619;0,576231429;;
Q15052;ARHGEF6;2,078823;1;2,28342;1;Vicino all'ER;protein-complex;0,204597;0,576164157;;
Q96D70;R3HDM4;1,913753;1;2,118299;1;Vicino all'ER;Translation;0,204546;0,576008207;;
Q9Y6N5;SQOR;0,553259;0,001390729;0,7578019;0,005824468;Vicino all'ER;Mitochondria;0,2045429;0,575998728;;
B2RTY4;MYO9A;1,63596;1;1,840499;1;Vicino all'ER;PM;0,204539;0,575986802;;
O75431;MTX2;0,7074075;0,00677624;0,9119393;0,01706662;Vicino all'ER;Mitochondria;0,2045318;0,575964786;;
I3L2W2;NEURL4;2,017812;1;2,22233;1;Vicino all'ER;Translation;0,204518;0,575922588;;
Q9NXV2;KCTD5;1,041115;0,09247573;1,24559;0,1355117;Vicino all'ER;PM;0,204475;0,575791101;;
P61204;ARF3;1,694874;1;1,899323;1;Vicino all'ER;Cytoplasm;0,204449;0,575711597;;
Q8NDI1;EHBP1;1,482002;0,7336075;1,686451;0,7996212;Vicino all'ER;Cytoplasm;0,204449;0,575711597;;
Q9HAU0;PLEKHA5;1,847268;1;2,051669;1;Vicino all'ER;Translation;0,204401;0,575564821;;
P78559;MAP1A;1,926301;1;2,130686;1;Vicino all'ER;Translation;0,204385;0,575515895;;
Q99871;HAUS7;2,031009;1;2,235367;1;Vicino all'ER;Translation;0,204358;0,575433334;;
Q9BXW7;HDHD5;0,5667977;0,001517312;0,7711535;0,006425879;Vicino all'ER;Mitochondria;0,2043558;0,575426607;;
P62847;RPS24;1,482536;0,7345033;1,686866;0,800015;Vicino all'ER;Translation;0,20433;0,575347714;;
Q9NP58;ABCB6;1,648183;1;1,852491;1;Vicino all'ER;Cytoplasm;0,204308;0,575280442;Q3;
P01111;NRAS;1,597716;0,9569715;1,801995;1;Vicino all'ER;endosome-vesicle;0,204279;0,575191765;;
Q13033;STRN3;1,583607;0,9297977;1,787869;0,9742211;Vicino all'ER;protein-complex;0,204262;0,575139781;;
Q9H1A4;ANAPC1;1,572712;0,9047602;1,77697;0,957436;Vicino all'ER;Translation;0,204258;0,57512755;;
A0A0A0MSI2;PHC2;0,7339576;0,008449335;0,9382073;0,02078403;Vicino all'ER;Mitochondria;0,2042497;0,57510217;;
B4DDD6;DBNL;1,693606;1;1,897851;1;Vicino all'ER;Cytoplasm;0,204245;0,575087798;;
Q7L1Q6;BZW1;1,976432;1;2,180654;1;Vicino all'ER;Translation;0,204222;0,575017468;;
Q9Y314;NOSIP;1,855626;1;2,059844;1;Vicino all'ER;Translation;0,204218;0,575005237;;
Q96JM3;CHAMP1;0,8757572;0,02695146;1,079973;0,05299776;Vicino all'ER;Nucleus;0,2042158;0,574998509;;
A0A2R8Y4W2;EPS8;1,652996;1;1,857206;1;Vicino all'ER;Cytoplasm;0,20421;0,574980774;;
Q6IA69;NADSYN1;1,913255;1;2,117394;1;Vicino all'ER;protein-complex;0,204139;0,574763667;;
Q2NL82;TSR1;1,86882;1;2,07295;1;Vicino all'ER;Cytoplasm;0,20413;0,574736147;;
F8W6X9;SDK1;1,421196;0,612623;1,62523;0,68906;Vicino all'ER;Golgi apparatus;0,204034;0,574442594;;
Q13257;MAD2L1;1,978012;1;2,181921;1;Vicino all'ER;protein-complex;0,203909;0,574060365;;
A0A804HI59;PAM;1,549658;0,8658639;1,753528;0,9169405;Vicino all'ER;endosome-vesicle;0,20387;0,573941109;;
A0A6Q8PGW3;ELP1;1,837539;1;2,041379;1;Vicino all'ER;protein-complex;0,20384;0,573849374;;
P56192;MARS1;2,069647;1;2,273472;1;Vicino all'ER;protein-complex;0,203825;0,573803506;;
P50443;SLC26A2;1,701638;1;1,90541;1;Vicino all'ER;endosome-vesicle;0,203772;0,573641441;;
Q16352;INA;1,23247;0,2731954;1,43622;0,3493935;Vicino all'ER;Mitochondria;0,20375;0,573574169;;
Q9UG63;ABCF2;1,795372;1;1,999118;1;Vicino all'ER;Translation;0,203746;0,573561937;Q3;x
A0A7I2V5U0;ABCA1;1,029256;0,085583;1,232903;0,1264368;Vicino all'ER;Lysosome;0,203647;0,573259211;Q3;
P98082;DAB2;1,192278;0,2204683;1,395923;0,29019;Vicino all'ER;Golgi apparatus;0,203645;0,573253096;;
Q9NYM9;BET1L;1,02133;0,080015;1,224972;0,1200444;Vicino all'ER;Golgi apparatus;0,203642;0,573243922;;
O14602;EIF1AY;2,035556;1;2,239197;1;Vicino all'ER;protein-complex;0,203641;0,573240864;;
P29279;CCN2;1,150997;0,176328;1,354614;0,2384738;Vicino all'ER;ER;0,203617;0,573167476;;
P35611;ADD1;1,678289;1;1,881896;1;Vicino all'ER;Translation;0,203607;0,573136898;Q2;x
Q9Y5K5;UCHL5;1,883984;1;2,087591;1;Vicino all'ER;protein-complex;0,203607;0,573136898;;
A0A7I2V5R1;NEK9;2,070668;1;2,274271;1;Vicino all'ER;protein-complex;0,203603;0,573124667;;
O75821;EIF3G;1,857207;1;2,060794;1;Vicino all'ER;Translation;0,203587;0,573075741;;
P46821;MAP1B;1,913267;1;2,116817;1;Vicino all'ER;Translation;0,20355;0,572962601;;
O15160;POLR1C;1,491653;0,7514913;1,695194;0,8152159;Vicino all'ER;Nucleus;0,203541;0,572935081;;
Q9NYF8;BCLAF1;0,8319465;0,01847192;0,7850685;0,007141163;Vicino al REPLICOMA;Nucleus;0,046878;0,09388509;;
B1AP13;CD55;1,32556;0,4217264;1,528867;0,5046206;Vicino all'ER;Golgi apparatus;0,203307;0,572219547;;
Q00577;PURA;1,700269;1;1,90352;1;Vicino all'ER;Translation;0,203251;0,572048308;;
O75054;IGSF3;1,646037;1;1,849252;1;Vicino all'ER;Translation;0,203215;0,571938226;;
Q9H3C7;GGNBP2;1,888191;1;2,091387;1;Vicino all'ER;endosome-vesicle;0,203196;0,571880127;;
K7ENY0;BORCS8;1,557883;0,8787273;1,761042;0,9284509;Vicino all'ER;Golgi apparatus;0,203159;0,571766987;;
P42677;RPS27;1,569567;0,9025394;1,772688;0,9476868;Vicino all'ER;Translation;0,203121;0,571650789;;
P61601;NCALD;1,40328;0,5736277;1,606358;0,652546;Vicino all'ER;Golgi apparatus;0,203078;0,571519302;;
Q9NX63;CHCHD3;0,621256;0,002777778;0,824316;0,009278456;Vicino all'ER;Mitochondria;0,20306;0,571464261;;
P21291;CSRP1;1,616013;0,9899822;1,819018;1;Vicino all'ER;Cytoplasm;0,203005;0,57129608;;
A0A024RA52;PSMA2;1,866646;1;2,069634;1;Vicino all'ER;protein-complex;0,202988;0,571244096;;
O43148;RNMT;1,311768;0,3984672;1,514752;0,4780087;Vicino all'ER;Nucleus;0,202984;0,571231865;;
Q03169;TNFAIP2;1,843863;1;2,046835;1;Vicino all'ER;protein-complex;0,202972;0,571195171;;
O14613;CDC42EP2;1,416074;0,6013616;1,618968;0,6779166;Vicino all'ER;Lysosome;0,202894;0,57095666;;
A0A087WUT6;EIF5B;1,932724;1;2,135617;1;Vicino all'ER;Translation;0,202893;0,570953602;;
Q99523;SORT1;1,560582;0,882126;1,763447;0,9318151;Vicino all'ER;endosome-vesicle;0,202865;0,570867982;;
P13073;COX4I1;0,6468924;0,003563988;0,8497424;0,01120945;Vicino all'ER;Mitochondria;0,20285;0,570822115;;
Q9BRQ8;AIFM2;1,39289;0,5526214;1,595734;0,6330983;Vicino all'ER;ER;0,202844;0,570803768;Q2;x
E9PF46;ACYP2;1,468613;0,7077929;1,671401;0,7734171;Vicino all'ER;Cytoplasm;0,202788;0,570632529;Q2;x
G3V203;RPL18;1,491465;0,7515447;1,694245;0,8142171;Vicino all'ER;Translation;0,20278;0,570608066;;
P25789;PSMA4;1,864876;1;2,067629;1;Vicino all'ER;protein-complex;0,202753;0,570525505;;
A0A2R8YD85;DOCK10;1,44287;0,6566708;1,645606;0,7267309;Vicino all'ER;PM;0,202736;0,570473521;;
Q8N5K1;CISD2;0,2890402;0;0,4917482;0,000254545;Vicino all'ER;ER;0,202708;0,570387902;;
H0YHE2;IFT81;2,073187;1;2,275855;1;Vicino all'ER;Translation;0,202668;0,570265588;;
A0A087WVD1;LENG9;2,031924;1;2,234555;1;Vicino all'ER;Translation;0,202631;0,570152448;;
P39023;RPL3;1,466638;0,7045506;1,669107;0,7704035;Vicino all'ER;Translation;0,202469;0,569657079;;
Q00587;CDC42EP1;1,446014;0,6635001;1,648459;0,7314821;Vicino all'ER;Cytoplasm;0,202445;0,569583691;;
